Location,Name,Category,Description,Latitude,Longitude,Altitude,Date verified,Water,Composting sawdust,Recycling center,Artisan goods,Open,Electricity,Kitchen,Parking,Restaurant,Wifi,Big rig friendly,Tent friendly,Pet friendly,Showers,Toilets,Sanitation dump station,Outdoor gear,Groceries,Bakery,Rarity in this area,Repairs vehicles,Repairs motorcycles,Repairs bicycles,Sells parts,Recycles batteries,Recycles oil,Bio fuel,Electric vehicle charging
"Tatacoa, Villavieja, Huila, Colombia",Laberinto El Cusco,Established Campground,"Great place overlooking the barren desert landscape. Toilets and showers available, otherwise no infrastructure. Price around 8.000 per person (two persons plus RV makes 25000 per night in total).",3.233580,-75.168720,0.0,2025-04-26 00:00:00 UTC,Non-Potable,,,,Yes,No,No,,Yes,No,Yes,Yes,Yes,Cold,Running Water,No,,,,,,,,,,,,
"Popayán - Isnos, Puracé, Cauca, Colombia",Thermal Aguatibia,Established Campground,"Good overnight place as soon as all Colombians go home it is really quiet. Toilets and open showers are available.
35k / p for the day and 70k / night / vehicule or tent. The 70k for the night does not! include pools access for the day after.
About 5 km before the village Coconuco, about 28 km from Popayan",2.306280,-76.507330,0.0,2024-12-06 00:00:00 UTC,Unknown,,,,Yes,No,No,,Yes,No,Yes,Yes,Yes,Warm,Yes,Unknown,,,,,,,,,,,,
"Gamcelat Camping & Cabañas, Vía a Parque Arqueológico, San Agustín, Sur, Huila, RAP (Especial) Central, 418060, Colombia",Gamcelat,Established Campground,"Good overnight place, toilets and showers available. Quiet at night. WiFi ",1.887830,-76.277000,1750.0,2024-04-12 00:00:00 UTC,Non-Potable,,,,Yes,Yes - Not at Sites,No,,No,Yes - Slow,Unknown,Unknown,Unknown,Cold,Running Water,Unknown,,,,,,,,,,,,
"Cra. 10c #28-2 a 28-72, Cartagena, Cartagena, Bolívar, Colombia",Hotel El Pedregal Cartagena ,Hotel,Nice little hotel in the Getsemani neighborhood. Secure and open space parking lots nearby. Double room costs approx USD 50.--. Very welcoming and helpful owner.,10.420257,-75.544415,2.419157028198242,2016-04-10 15:08:35 UTC,Non-Potable,,,,Yes,Yes - At Sites,Yes,Garage Nearby,No,Yes - Fast,No,No,No,Cold,Running Water,,,,,,,,,,,,,
"Cra. 25 #26-65, Cartagena, Bolívar, Colombia",DIAN Office Cartagena Vehicle Import,Customs and Immigration,"This is the place where you have to do a bunch of customs work to import your vehicle. 

We had to enter the gate on the SW side.  The building you need is in the back....walk under the front building.  At the desk, explain why you are there and they will get the pero for you.",10.409632,-75.534034,8.0,2019-12-27 23:17:18 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Cl. 28, Cartagena, Bolívar, Colombia",Global Shipping Agency,Vehicle Shipping,"If you ship Evergreen, this is the location for the office. This is the first step tiger your vehicle. ",10.405813,-75.530902,22.0,2019-06-19 20:15:45 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Cl. 28 #24-39, Cartagena, Bolívar, Colombia",Sociedad Portuaria (SPRC) (pay container fees),Vehicle Shipping,"After you meet your agent, come here to pay the fees on your shipping container. Look for the sings for Servicio al Clientes and the sign Atencion al Cliente. You will need a security badge to get into this area. When inside, they speak English and have great info on the import process",10.406431,-75.528492,1.0,2025-06-12 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Cr. A Mamonal, Cartagena, Bolívar, Colombia",Contecar Port - vehicle collection,Vehicle Shipping,"This is where we unloaded, inspected and eventually picked up our vehicle. Until it time to pick up, look for the Acceso de Control office. When you are going to pick up the vehicle, head to the main gates (look for signs that say Bascula where all the huge trucks enter and exit the port). ",10.376478,-75.507160,5.7,2018-12-24 16:45:24 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Sta. Marta - Minca, Santa Marta, Magdalena, Colombia",Hospedaje El Mirador Minca,Established Campground,"Hospedaje above Minca with spectacular views down to Santa Marta, a wonderful garden and a small campground. Much cooler than Santa Marta, often a good breeze. 
Space for 1-2 cars and some more tents. Walking distance to village. 20'000 Pesos n/P.  Friendly owner.",11.144599,-74.119659,650.0,2025-01-19 00:00:00 UTC,Non-Potable,,,,Yes,Yes - Not at Sites,Yes,,Yes,Yes - Average,No,Yes,Yes,Cold,Running Water,No,,,,,,,,,,,,
"Cra. 4a #31-1 a 31-79, Cartagena, Bolívar, Colombia",Crepes & Waffles,Restaurant,Escape the heat here with some cool AC and ice cream!  We got waffles with fruit and two scoops of ice cream (cost was $4).,10.422239,-75.550657,-29.0,2020-01-17 15:04:52 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Calle 29 # 9-2 a 9-100, Cartagena, Bolívar, Colombia",Pizzas Trinidad,Restaurant,This is a sidewalk pizza place right near Trinidad plaza that has amazing thin crust pizza. Highly recommend. ,10.420747,-75.545596,-11.0,2020-01-17 15:04:51 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Cl. 5a #19-2 a 19-94, Curumaní, Cesar, Colombia",Hotel Bariloche,Hotel,"Nice small hotel with safe parking lot, entrance gate limited to about 3 meters. Very clean.",9.199497,-73.547403,65.2892355918884,2019-12-13 11:02:05 UTC,Non-Potable,,,,Yes,Yes - At Sites,No,Yes,No,Yes - Average,No,No,Yes,Cold,Running Water,,,,,,,,,,,,,
"Cl. 76 #46-2 a 46-94, Barranquilla, Atlántico, Colombia",Iguana 4x4,Mechanic and Parts,"Mechanic shop specialized in 4wd
website: www.iguana4x4.com",10.997038,-74.809886,59.0,2023-08-30 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,Yes,No,No,Yes,,,,
"Cienaga-Minca, Santa Marta, Magdalena, Colombia",Finca Barlouento,Informal Campsite,"The road up here was pretty insane, but about 20 minutes after we arrived a big 4 wheel drive bus showed up, so apparently it wasn't as rough as I thought. Anyhow, the road up here was pretty messy. Lots of mud and switch backs. Took us about 3 hours to drive from Minca. The finca we stayed at had rooms for rent and a spot for one truck to park. Area around here is beautiful and there are great views to be had.  We learned about this place from Carlos at Iguana 4x4 in Barranquilla. He called ahead to get us permission to stay here. You may want to check with him before making the drive: cmserrano@iguana4x4.com",11.080089,-74.040033,1585.0,2017-01-25 20:36:01 UTC,Natural Source,,,,Yes,Yes - Not at Sites,Yes,,No,No,No,Yes,Yes,Unknown,Unknown,,,,,,,,,,,,,
"Santa Marta - Cerro Kenedy, Santa Marta, Magdalena, Colombia",Hostal Palo Alto,Informal Campsite,A nice little place to stay or camp on the road to San Lorenzo. Beautiful views of the surrounding area when it isn't cloudy. Cost was $2 per person per day. ,11.096825,-74.076231,1688.0,2015-08-05 11:25:06 UTC,Non-Potable,,,,Yes,Yes - Not at Sites,No,,No,No,No,No,Yes,Warm,Running Water,,,,,,,,,,,,,
"Carrera 5 #5-1 a 5-103, Barichara, Barichara, Santander, Colombia",Hostal Tinto,Hostel,"Very nice Hostal in town, with a great patio, swimming pool. Space to park motorbikes and smaller cars (gate clearance about 2.25). Helpful & very friendly staff. Private room for 2 persons: 70000 COP.",6.634095,-73.223141,1294.93172669411,2023-12-17 00:00:00 UTC,Non-Potable,,,,Yes,Yes - At Sites,Yes,Yes,No,Yes - Average,No,No,No,Warm,Running Water,,,,,,,,,,,,,
"Unnamed Road, Dibulla, La Guajira, Colombia",Finca Escondia,Established Campground,"30,000 per person to park/ camp in back. Tent camping near beach 20,000 per person. Nice place to hang out on beach, bar and restaurant . Clean kept up bathrooms.  You must pay for internet here, 10,000 for all day use. ",11.254068,-73.555623,8.0,2019-03-31 00:57:22 UTC,Non-Potable,,,,Yes,No,No,,Yes,Yes - Average,No,Yes,Unknown,Cold,Running Water,Unknown,,,,,,,,,,,,
"Unnamed Road, Manaure, La Guajira, Colombia",Camp Ramada,Wild Camping,We bumped into this place while looking for the flamingos at Musichi. Not a bad spot for the night. Quiet and nice breezes. No amenities. ,11.744752,-72.569344,-10.0,2016-12-05 19:25:10 UTC,Natural Source,,,,Yes,No,No,,No,No,Yes,Yes,Yes,No,No,,,,,,,,,,,,,
"Al Pilon de Azucar y El Faro, Uribia, La Guajira, Colombia",Pilon Azucar Beach,Wild Camping,"Free camping with amazing views. Very strong wind! For tent campers the ground is full of lava rocks, might need to move closer to dunes. ",12.233116,-72.144126,13.0,2023-11-21 00:00:00 UTC,No,,,,Yes,No,No,,No,No,Yes,Yes,Yes,No,No,,,,,,,,,,,,,
"Uribia, La Guajira, Colombia",Bahia Honda Windy Point,Wild Camping,Beautiful camp site up on the cliffs overlooking Honda bay. Very windy. ,12.314682,-71.798406,-2.0,2014-07-16 13:46:18 UTC,Natural Source,,,,Yes,No,No,,No,No,Yes,Yes,Yes,No,No,,,,,,,,,,,,,
"Unnamed Road, Uribia, La Guajira, Colombia",Pink Dunes Pirate Camp,Wild Camping,Windy but there are some shrubs you can tuck in behind here. Beautiful pink sand beaches. Enough dry wood for a fire. ,12.434636,-71.580471,5.0,2023-12-23 00:00:00 UTC,Natural Source,,,,Yes,No,No,,No,No,Yes,Yes,Yes,No,No,,,,,,,,,,,,,
"Unnamed Road, Uribia, La Guajira, Colombia",Punta Gallinas,Tourist Attraction,"Northern most point of South America 
very windy and many road blocks to get here, but a small bag of water will get you through most. we bought bags of water for a couple dollars in the last city ",12.458090,-71.667440,13.76263427734375,2025-02-28 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Uribia, La Guajira, Colombia",Shell Graveyard Camp,Wild Camping,Wild camp on the lakebed tucked into a little nook that stops much of the wind ,12.437694,-71.678810,-6.0,2014-07-19 11:23:29 UTC,No,,,,Yes,No,No,,No,No,Yes,Yes,Yes,No,No,,,,,,,,,,,,,
"I-88 # 2, Uribia, Guajira, Colombia",Miguel's Place,Wild Camping,Beautiful spot on the beach with a ton of seashells. Windy during the day but calmed down at night. Miguel lives in a house nearby. Very friendly guy. ,12.070959,-72.152238,7.0,2014-07-19 11:26:32 UTC,Natural Source,,,,Yes,No,No,,No,No,Yes,Yes,Yes,No,No,,,,,,,,,,,,,
"US43, El Banco, Magdalena, Colombia",Camp Lost Zapatosa,Wild Camping,Tried to make it to the lake but got lost. Ended up boon docking on the side of the road by a cattle ranch. Spectacular sunset!,9.024402,-73.780134,6.0,2022-09-11 00:00:00 UTC,No,,,,Yes,No,No,,No,No,Yes,Yes,Yes,No,No,,,,,,,,,,,,,
"Santa Marta, Magdalena, RAP Caribe, Colombia",River Mouth Beach,Established Campground,"Drive until the End of the Road and then take a left. you will find a grassy spot under palm trees to park and camp.
Just past the fishing camp is the mouth of the river. The river runs parallel to the ocean separated by a large sand bar for about a 1/4 mile. Warm sweet water on one side and cold ocean on the other. Note trees may restrict vehicle height to about 3 metres.
Price is between 8k and 10k per night",11.273700,-73.854860,11.3140258789063,2022-12-15 00:00:00 UTC,No,,,,Yes,No,No,,No,No,Unknown,Yes,Yes,No,No,Unknown,,,,,,,,,,,,
"Cra. 11 #17-133, San Gil, Santander, Colombia",Lavanderia,Laundromat,"Laundry Service 
Prices: 40,000 pesos for 15 kilos or 4,000 pesos for 1 kilo
",6.555794,-73.137040,1116.0,2018-11-25 17:52:46 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
"Cra. 37 #3 Sur-34 a 3 Sur-126, Medellín, Medellín, Antioquia, Colombia",Hotel Poblado Alejandria,Hotel,"Very nice 4 Star hotel in El Poblado. With secure parking, rooftop jaccuzzi, gym etc. We paid USD 81 per night incl breakfast.",6.198638,-75.568566,1609.0,2016-06-06 08:33:53 UTC,Potable,,,,Yes,Yes - At Sites,No,Yes,Yes,Yes - Average,No,No,Unknown,Hot,Running Water,,,,,,,,,,,,,
"Vía San Gil - Charalá, Charalá, Páramo, Santander, Colombia",Juan Curi Parque Ecologico,Established Campground,"Very nice place to stay at the entrance to the parque ecologico.
Muddy in rainy season but you could park close to the restaurant. 
Paid 44 000 Cop for a rig and 2 people, including the entrance to the waterfalls.
Very nice and helpful people. Could plug in electricity. 
We were on our own during the night, just with the guard.
Of course, very quiet.",6.372115,-73.165005,1226.0,2024-08-21 00:00:00 UTC,Non-Potable,,,,Yes,Yes - Not at Sites,No,,Yes,Yes - Average,Yes,Yes,Yes,Cold,Running Water,Unknown,,,,,,,,,,,,
"Curumani-Bosconia, El Paso, Cesar, Colombia",Restaurant El Tambo,Informal Campsite,Just off Highway 45 (100m). A good place to spend the night driving south. They let you stay next to a guesthouse not visible from the highway. Not very quiet at night (animals and traffic) and on Sunday afternoons. Very friendly owner and staff. Camping was free but we spent money at the bar. and also they hace a swimingpool to cool down and relax,9.745383,-73.716000,39.2569122314453,2023-09-25 00:00:00 UTC,Non-Potable,,,,Yes,Yes - At Sites,No,,Yes,Yes - Average,Yes,Yes,Yes,Warm,Running Water,,,,,,,,,,,,,
"Barichara - Cabrera - Galán, Barichara, Santander, Colombia",Overnight parking Barichara,Wild Camping,"After talked to the Tourism Police at the main Plaza he said we could camp wherever we wanted to, but he recommended us this amazing spot. No amenities but the view is great! Very windy on the evening and some kids came to drink at night (it was weekend) but not too bad... Free.",6.634669,-73.227654,1336.746337890625,2025-06-11 00:00:00 UTC,No,,,,Yes,No,No,,No,No,Yes,No,Yes,No,No,,,,,,,,,,,,,
"45A, Cajicá, Cundinamarca, Colombia",Brio Gas Station - Parking lot,Informal Campsite,Big parking lot between the Brio gas station and the nearby hotel. Toilet available. Not too noisy for a spot next to a highway.,4.959261,-74.010314,2595.81030273438,2016-04-24 01:12:16 UTC,No,,,,Yes,No,No,,Yes,Unknown,Yes,No,Unknown,No,Running Water,,,,,,,,,,,,,
"Cocora-Estrella de Agua, Cocora, Salento, Fría, Quindío, RAP Eje Cafetero, Colombia",Donde JuanB Restaurante. Bosque De Cocora,Established Campground,Parking on grass behind the restaurant. Very friendly staff and only a few steps from the start of a great hike to the wax palms. Very cold showers and toilets are ok. Wifi at the restaurant. COP30000 per person per night. Quiet at night and great view. Lots of space for tents.,4.638565,-75.488315,2427.16040039063,2025-06-01 00:00:00 UTC,Non-Potable,,,,Yes,Yes - Not at Sites,No,,Yes,No,Yes,Yes,Yes,Hot,Running Water,No,,,,,,,,,,,,
"Guayabal-Lerida #15-1 a 15-527, Lérida, Tolima, Colombia",Hotel Y Balneario El Ranchon,Hotel,"Good place to spend the night. Quiet during weekdays. No restaurant, but cold drinks can be bought. COP10000 for 2 people without use of the swimming pool.",4.872758,-74.907922,350.514862060547,2019-01-13 02:30:08 UTC,Non-Potable,,,,Yes,Yes - At Sites,No,Unknown,No,No,No,No,Unknown,Cold,Running Water,,,,,,,,,,,,,
"I-70, Ocaña, Norte De Santander, Colombia",Henry Car,Mechanic and Parts,"Big shop that seems to cover most all of the bases. Super nice owners, let us camp in the shop, offered us a room, shower, bathroom, have a little cafe were they gave us free drinks. All in all the perfect example of Colombian hospitality with a lifetime of mechanical know how. ",8.239687,-73.347360,1232.4381103515625,2023-12-05 00:00:00 UTC,,,,,Yes,,,,,,,,,,,,,,,,Yes,Yes,Unknown,Unknown,,,,
"Cra. 3 #7-2 a 7-44, Guican, Güicán, Boyacá, Colombia",Parque Nacional El Cocuy Office,Tourist Attraction,The park is opened again! You can do 3 hikes. Guide is mandatory now as it was one demand from indigenous people to strike a deal with the government to reopen it again. All 3 hikes will take 1 day to do. Highest you can hike with the guide is almost to the snow line. Snow is sacred for the indigenous and thats the reason for that. Hacienda la Esperanza has one guide who speaks English. 100-130thousand COP per day. We are 2 people so don't know what's the max person limit for that kind of price. Spanish only guide is 70-80thousand COP per day. You HAVE TO organize a guide for the hikes before they issue a permit here for the hikes. Permit is 58500 COP per person. Don't matter how long you will be spending time in the park. 1 day or 1 month. Price is still the same. Same office in El Cocuy called Hacienda la Esperanza for us and organized the guide at the site. They need to see your health insurance before they issue the permit. Bring your passport!If don't want to do the hikes then driving the circle from/to El Cocuy to/from Güican trough the park is free and no permits needed.,6.466040,-72.411180,2931.0,2017-06-13 21:23:47 UTC,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,
